"spalte";"wert";"anzahl";"prozent"
"Fm";"H";"3707121";"34,2187"
"Fm";"M";"3658511";"33,77"
"Fm";"E";"2055863";"18,9767"
"Fm";"P";"1057549";"9,7618"
"Fm";"B";"353860";"3,2663"
"Fm";"F";"684";"0,0063"
"Fm";"UNKNOWN";"9";"0,0001"
