"spalte";"wert";"anzahl";"prozent"
"Mp";"(leer)";"6677964";"61,6412"
"Mp";"TESLA";"1711929";"15,802"
"Mp";"MERCEDES-BENZ, VOLVO CARS, POLESTAR AND SMART";"861580";"7,9529"
"Mp";"BMW";"761099";"7,0254"
"Mp";"HYUNDAI MOTOR EUROPE";"425493";"3,9275"
"Mp";"NISSAN-BYD";"328460";"3,0319"
"Mp";"KG MOBILITY XPENG";"40899";"0,3775"
"Mp";"MAZDA";"26173";"0,2416"
